Fondsposition per,"14.Mai2026"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Versorger","Aktien","1.652.371,77","0,01","1.652.371,77","45.186,00","36,57","Kanada","Toronto Stock Exchange","CAD"
"BDMS.R","BANGKOK DUSIT MEDICAL SERVICES NON","Gesundheitsversorgung","Aktien","1.653.114,80","0,01","1.653.114,80","2.889.600,00","0,57","Thailand","Stock Exchange Of Thailand","THB"
"BCP","BANCO COMERCIAL PORTUGUES SA","Financials","Aktien","1.653.922,85","0,01","1.653.922,85","1.508.019,00","1,10","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"27","GALAXY ENTERTAINMENT GROUP LTD","Zyklische Konsumgüter ","Aktien","1.649.461,21","0,01","1.649.461,21","382.000,00","4,32","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"COLO B","COLOPLAST B","Gesundheitsversorgung","Aktien","1.647.702,67","0,01","1.647.702,67","26.401,00","62,41","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"ABF","ASSOCIATED BRITISH FOODS PLC","Nichtzyklische Konsumgüter","Aktien","1.648.335,48","0,01","1.648.335,48","67.873,00","24,29","Vereinigtes Königreich","London Stock Exchange","GBP"
"ATRL","ATKINSREALIS GROUP INC","Industrie","Aktien","1.641.990,46","0,01","1.641.990,46","26.375,00","62,26","Kanada","Toronto Stock Exchange","CAD"
"SW","SODEXO SA","Zyklische Konsumgüter ","Aktien","1.636.814,64","0,01","1.636.814,64","29.590,00","55,32","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"5347","VANGUARD INTERNATIONAL SEMICONDUCT","IT","Aktien","1.638.108,84","0,01","1.638.108,84","295.000,00","5,55","Taiwan","Gretai Securities Market","TWD"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Aktien","1.632.674,74","0,00","1.632.674,74","7.654,00","213,31","Vereinigte Staaten","NASDAQ","USD"
"3034","NOVATEK MICROELECTRONICS CORP","IT","Aktien","1.611.264,48","0,00","1.611.264,48","103.000,00","15,64","Taiwan","Taiwan Stock Exchange","TWD"
"AVOL","AVOLTA AG","Zyklische Konsumgüter ","Aktien","1.605.979,44","0,00","1.605.979,44","28.555,00","56,24","Schweiz","SIX Swiss Exchange","CHF"
"BEIJ B","BEIJER REF CLASS B","Industrie","Aktien","1.599.627,19","0,00","1.599.627,19","120.715,00","13,25","Schweden","Nasdaq Omx Nordic","SEK"
"LTM","LATAM AIRLINES GROUP SA","Industrie","Aktien","1.587.888,76","0,00","1.587.888,76","64.003.413,00","0,02","Chile","Santiago Stock Exchange","CLP"
"GOTO","GOTO GOJEK TOKOPEDIA","Zyklische Konsumgüter ","Aktien","1.580.709,13","0,00","1.580.709,13","552.141.700,00","0,00","Indonesien","Indonesia Stock Exchange","IDR"
"ZAL","ZALANDO","Zyklische Konsumgüter ","Aktien","1.582.778,49","0,00","1.582.778,49","69.654,00","22,72","Deutschland","Xetra","EUR"
"9602","TOHO (TOKYO) LTD","Kommunikation","Aktien","1.582.803,12","0,00","1.582.803,12","192.400,00","8,23","Japan","Tokyo Stock Exchange","JPY"
"006800","MIRAE ASSET SECURITIES CO LTD","Financials","Aktien","1.571.304,81","0,00","1.571.304,81","32.403,00","48,49","Korea","Korea Exchange (Stock Market)","KRW"
"1658","POSTAL SAVINGS BANK OF CHINA LTD H","Financials","Aktien","1.567.948,52","0,00","1.567.948,52","2.408.000,00","0,65","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2413","M3 INC","Gesundheitsversorgung","Aktien","1.564.788,01","0,00","1.564.788,01","188.400,00","8,31","Japan","Tokyo Stock Exchange","JPY"
"H","HYATT HOTELS CORP CLASS A","Zyklische Konsumgüter ","Aktien","1.560.926,34","0,00","1.560.926,34","9.183,00","169,98","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BKT","BANKINTER SA","Financials","Aktien","1.557.237,50","0,00","1.557.237,50","96.368,00","16,16","Spanien","Bolsa De Madrid","EUR"
"2338","WEICHAI POWER LTD H","Industrie","Aktien","1.558.538,89","0,00","1.558.538,89","295.000,00","5,28","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2313","SHENZHOU INTERNATIONAL GROUP LTD","Zyklische Konsumgüter ","Aktien","1.547.893,37","0,00","1.547.893,37","254.700,00","6,08","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"IDR","INDRA SISTEMAS SA","IT","Aktien","1.548.262,49","0,00","1.548.262,49","26.135,00","59,24","Spanien","Bolsa De Madrid","EUR"
"358","JIANGXI COPPER LTD H","Materialien","Aktien","1.544.328,69","0,00","1.544.328,69","307.000,00","5,03","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"4523","EISAI LTD","Gesundheitsversorgung","Aktien","1.537.396,06","0,00","1.537.396,06","51.500,00","29,85","Japan","Tokyo Stock Exchange","JPY"
"PME","PRO MEDICUS LTD","Gesundheitsversorgung","Aktien","1.531.068,97","0,00","1.531.068,97","17.421,00","87,89","Australien","Asx - All Markets","AUD"
"3606","FUYAO GLASS INDUSTRY GROUP LTD H","Zyklische Konsumgüter ","Aktien","1.532.102,55","0,00","1.532.102,55","196.400,00","7,80","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6841","YOKOGAWA ELECTRIC CORP","IT","Aktien","1.532.940,02","0,00","1.532.940,02","47.600,00","32,20","Japan","Tokyo Stock Exchange","JPY"
"8136","SANRIO LTD","Zyklische Konsumgüter ","Aktien","1.530.978,28","0,00","1.530.978,28","286.800,00","5,34","Japan","Tokyo Stock Exchange","JPY"
"EDPR","EDP RENEWABLES SA","Versorger","Aktien","1.527.282,87","0,00","1.527.282,87","92.345,00","16,54","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"PPH","PEPKOR HOLDINGS SHS LTD","Zyklische Konsumgüter ","Aktien","1.511.389,15","0,00","1.511.389,15","1.128.054,00","1,34","Südafrika","Johannesburg Stock Exchange","ZAR"
"2379","REALTEK SEMICONDUCTOR CORP","IT","Aktien","1.511.724,58","0,00","1.511.724,58","83.000,00","18,21","Taiwan","Taiwan Stock Exchange","TWD"
"BIMBOA","GRUPO BIMBO A","Nichtzyklische Konsumgüter","Aktien","1.506.212,40","0,00","1.506.212,40","439.195,00","3,43","Mexiko","Bolsa Mexicana De Valores","MXN"
"1113","CK ASSET HOLDINGS LTD","Immobilien","Aktien","1.506.363,82","0,00","1.506.363,82","229.096,00","6,58","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"COH","COCHLEAR LTD","Gesundheitsversorgung","Aktien","1.495.156,97","0,00","1.495.156,97","21.680,00","68,97","Australien","Asx - All Markets","AUD"
"TUB","FINANCIERE DE TUBIZE SA","Gesundheitsversorgung","Aktien","1.497.141,47","0,00","1.497.141,47","6.333,00","236,40","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"DIE","DIETEREN (D) SA","Zyklische Konsumgüter ","Aktien","1.488.709,44","0,00","1.488.709,44","7.300,00","203,93","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"003230","SAM YANG FOODS INC","Nichtzyklische Konsumgüter","Aktien","1.486.340,92","0,00","1.486.340,92","1.540,00","965,16","Korea","Korea Exchange (Stock Market)","KRW"
"6869","SYSMEX CORP","Gesundheitsversorgung","Aktien","1.480.191,60","0,00","1.480.191,60","174.300,00","8,49","Japan","Tokyo Stock Exchange","JPY"
"IAG","INTERNATIONAL AIRLINES GROUP SA","Industrie","Aktien","1.474.470,71","0,00","1.474.470,71","284.066,00","5,19","Spanien","Bolsa De Madrid","EUR"
"CEN","CONTACT ENERGY LTD","Versorger","Aktien","1.466.435,70","0,00","1.466.435,70","250.063,00","5,86","Neuseeland","New Zealand Exchange Ltd","NZD"
"ADNOCDRILL","ADNOC DRILLING COMPANY","Energie","Aktien","1.467.937,46","0,00","1.467.937,46","862.654,00","1,70","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"HAG","HENSOLDT AG","Industrie","Aktien","1.461.731,44","0,00","1.461.731,44","16.554,00","88,30","Deutschland","Xetra","EUR"
"2099","CHINA GOLD INTERNATIONAL RESOURCES","Materialien","Aktien","1.456.358,20","0,00","1.456.358,20","69.300,00","21,02","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"028300","HLB INC","Gesundheitsversorgung","Aktien","1.457.536,20","0,00","1.457.536,20","40.848,00","35,68","Korea","Korea Exchange (Kosdaq)","KRW"
"968","XINYI SOLAR HOLDINGS LTD","IT","Aktien","1.454.971,66","0,00","1.454.971,66","3.688.000,00","0,39","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SALM","SALMAR","Nichtzyklische Konsumgüter","Aktien","1.439.755,15","0,00","1.439.755,15","24.361,00","59,10","Norwegen","Oslo Bors Asa","NOK"
"966","CHINA TAIPING INSURANCE HLDGS LTD","Financials","Aktien","1.436.370,97","0,00","1.436.370,97","508.600,00","2,82","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MEL","MERIDIAN ENERGY LTD","Versorger","Aktien","1.439.139,14","0,00","1.439.139,14","411.090,00","3,50","Neuseeland","New Zealand Exchange Ltd","NZD"
"ENT","ENTAIN PLC","Zyklische Konsumgüter ","Aktien","1.424.729,14","0,00","1.424.729,14","199.052,00","7,16","Vereinigtes Königreich","London Stock Exchange","GBP"
"1336","NEW CHINA LIFE INSURANCE COMPANY L","Financials","Aktien","1.419.954,29","0,00","1.419.954,29","218.500,00","6,50","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BTRW","BARRATT REDROW PLC","Zyklische Konsumgüter ","Aktien","1.416.478,23","0,00","1.416.478,23","419.341,00","3,38","Vereinigtes Königreich","London Stock Exchange","GBP"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrie","Aktien","1.412.359,54","0,00","1.412.359,54","48.800,00","28,94","Japan","Tokyo Stock Exchange","JPY"
"018260","SAMSUNG SDS LTD","IT","Aktien","1.406.819,28","0,00","1.406.819,28","11.468,00","122,67","Korea","Korea Exchange (Stock Market)","KRW"
"7181","JAPAN POST INSURANCE LTD","Financials","Aktien","1.403.486,67","0,00","1.403.486,67","139.200,00","10,08","Japan","Tokyo Stock Exchange","JPY"
"3533","LOTES LTD","IT","Aktien","1.399.333,65","0,00","1.399.333,65","18.000,00","77,74","Taiwan","Taiwan Stock Exchange","TWD"
"WTC","WISETECH GLOBAL LTD","IT","Aktien","1.391.870,79","0,00","1.391.870,79","52.517,00","26,50","Australien","Asx - All Markets","AUD"
"ALI","AYALA LAND INC","Immobilien","Aktien","1.379.521,87","0,00","1.379.521,87","5.450.880,00","0,25","Philippinen","Philippine Stock Exchange Inc.","PHP"
"SEK","SEK CASH","Cash und/oder Derivate","Geldmarkt","1.368.652,86","0,00","1.368.652,86","12.786.639,00","10,70","Schweden","-","SEK"
"1519","FORTUNE ELECTRIC LTD","Industrie","Aktien","1.366.492,15","0,00","1.366.492,15","49.500,00","27,61","Taiwan","Taiwan Stock Exchange","TWD"
"KCHOL.E","KOC HOLDING A","Industrie","Aktien","1.366.614,68","0,00","1.366.614,68","303.614,00","4,50","Türkei","Istanbul Stock Exchange","TRY"
"WISE","WISE PLC CLASS A","Industrie","Aktien","1.352.174,10","0,00","1.352.174,10","100.176,00","13,50","Vereinigtes Königreich","London Stock Exchange","GBP"
"1787","SHANDONG GOLD MINING LTD H","Materialien","Aktien","1.349.059,68","0,00","1.349.059,68","370.750,00","3,64","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"YKBNK.E","YAPI VE KREDI BANKASI A","Financials","Aktien","1.344.813,78","0,00","1.344.813,78","1.615.510,00","0,83","Türkei","Istanbul Stock Exchange","TRY"
"6488","GLOBALWAFERS LTD","IT","Aktien","1.325.210,22","0,00","1.325.210,22","53.000,00","25,00","Taiwan","Gretai Securities Market","TWD"
"BZU","BUZZI","Materialien","Aktien","1.312.218,44","0,00","1.312.218,44","24.011,00","54,65","Italien","Borsa Italiana","EUR"
"BKW","BKW N AG","Versorger","Aktien","1.313.562,10","0,00","1.313.562,10","6.894,00","190,54","Schweiz","SIX Swiss Exchange","CHF"
"2618","JD LOGISTICS INC","Industrie","Aktien","1.310.571,47","0,00","1.310.571,47","678.000,00","1,93","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9863","ZHEJIANG LEAPMOTOR TECHNOLOGY LTD","Zyklische Konsumgüter ","Aktien","1.308.066,00","0,00","1.308.066,00","228.282,00","5,73","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"8951","NIPPON BUILDING FUND REIT INC","Immobilien","Aktien","1.303.424,71","0,00","1.303.424,71","1.661,00","784,72","Japan","Tokyo Stock Exchange","JPY"
"ADIB","ABU DHABI ISLAMIC BANK","Financials","Aktien","1.291.766,38","0,00","1.291.766,38","240.351,00","5,37","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"NICE","NICE LTD","IT","Aktien","1.288.177,74","0,00","1.288.177,74","14.683,00","87,73","Israel","Tel Aviv Stock Exchange","ILS"
"6881","CHINA GALAXY SECURITIES LTD H","Financials","Aktien","1.278.305,50","0,00","1.278.305,50","1.230.000,00","1,04","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"IDR","IDR CASH","Cash und/oder Derivate","Geldmarkt","1.272.543,53","0,00","1.272.543,53","22.224.972.732,00","0,01","Indonesien","-","IDR"
"COMI","COMMERCIAL INTERNATIONAL BANK EGYP","Financials","Aktien","1.271.742,70","0,00","1.271.742,70","499.961,00","2,54","Ägypten","Egyptian Exchange","EGP"
"EVD","CTS EVENTIM AG","Kommunikation","Aktien","1.262.666,52","0,00","1.262.666,52","19.339,00","65,29","Deutschland","Xetra","EUR"
"9880","UBTECH ROBOTICS CORP LTD H","Industrie","Aktien","1.264.344,26","0,00","1.264.344,26","92.550,00","13,66","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3888","KINGSOFT LTD","Kommunikation","Aktien","1.265.144,78","0,00","1.265.144,78","416.000,00","3,04","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"011200","HMM LTD","Industrie","Aktien","1.256.878,57","0,00","1.256.878,57","93.231,00","13,48","Korea","Korea Exchange (Stock Market)","KRW"
"RAA","RATIONAL AG","Industrie","Aktien","1.247.003,52","0,00","1.247.003,52","1.640,00","760,37","Deutschland","Xetra","EUR"
"EFN","ELEMENT FLEET MANAGEMENT CORP","Industrie","Aktien","1.241.642,44","0,00","1.241.642,44","62.107,00","19,99","Kanada","Toronto Stock Exchange","CAD"
"QGTS","QATAR GAS TRANSPORT COMPANY LTD","Energie","Aktien","1.238.780,69","0,00","1.238.780,69","1.037.828,00","1,19","Qatar","Qatar Exchange","QAR"
"INPST","INPOST SA","Industrie","Aktien","1.234.246,92","0,00","1.234.246,92","69.293,00","17,81","Niederlande","Euronext Amsterdam","EUR"
"U96","SEMBCORP INDUSTRIES LTD","Versorger","Aktien","1.235.426,20","0,00","1.235.426,20","254.400,00","4,86","Singapur","Singapore Exchange","SGD"
"6030","CITIC SECURITIES COMPANY LTD H","Financials","Aktien","1.229.986,21","0,00","1.229.986,21","357.600,00","3,44","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2600","ALUMINUM CORPORATION OF CHINA LTD","Materialien","Aktien","1.232.426,84","0,00","1.232.426,84","846.000,00","1,46","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"LOTB","LOTUS BAKERIES NV","Nichtzyklische Konsumgüter","Aktien","1.219.064,96","0,00","1.219.064,96","97,00","12.567,74","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"DKK","DKK CASH","Cash und/oder Derivate","Geldmarkt","1.213.573,14","0,00","1.213.573,14","7.764.380,00","15,63","Dänemark","-","DKK"
"1929","CHOW TAI FOOK JEWELLERY GROUP LTD","Zyklische Konsumgüter ","Aktien","1.215.271,95","0,00","1.215.271,95","841.600,00","1,44","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"19","SWIRE PACIFIC LTD A","Industrie","Aktien","1.203.551,91","0,00","1.203.551,91","107.000,00","11,25","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"EMAARDEV","EMAAR DEVELOPMENT","Immobilien","Aktien","1.199.611,37","0,00","1.199.611,37","312.486,00","3,84","Ver. Arabische Emirate","Dubai Financial Market","AED"
"1530","3SBIO INC","Gesundheitsversorgung","Aktien","1.195.587,56","0,00","1.195.587,56","464.500,00","2,57","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1818","ZHAOJIN MINING INDUSTRY LTD H","Materialien","Aktien","1.193.548,59","0,00","1.193.548,59","369.500,00","3,23","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CBQK","COMMERCIAL BANK OF QATAR","Financials","Aktien","1.187.137,01","0,00","1.187.137,01","1.019.907,00","1,16","Qatar","Qatar Exchange","QAR"
"2615","WAN HAI LINES LTD","Industrie","Aktien","1.186.736,47","0,00","1.186.736,47","500.000,00","2,37","Taiwan","Taiwan Stock Exchange","TWD"
"DNP","DINO POLSKA SA","Nichtzyklische Konsumgüter","Aktien","1.180.204,84","0,00","1.180.204,84","146.856,00","8,04","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"3293","INTERNATIONAL GAMES SYSTEM LTD","Kommunikation","Aktien","1.171.632,56","0,00","1.171.632,56","51.000,00","22,97","Taiwan","Gretai Securities Market","TWD"
"2259","ZIJIN GOLD INTERNATIONAL LTD","Materialien","Aktien","1.172.565,24","0,00","1.172.565,24","57.400,00","20,43","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SPX","SPIRAX GROUP PLC","Industrie","Aktien","1.173.696,14","0,00","1.173.696,14","12.182,00","96,35","Vereinigtes Königreich","London Stock Exchange","GBP"
"2018","AAC TECHNOLOGIES HOLDINGS INC","IT","Aktien","1.167.649,76","0,00","1.167.649,76","201.000,00","5,81","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1772","GANFENG LITHIUM LTD H","Materialien","Aktien","1.169.434,66","0,00","1.169.434,66","118.800,00","9,84","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"4612","NIPPON PAINT HOLDINGS LTD","Materialien","Aktien","1.166.878,50","0,00","1.166.878,50","186.400,00","6,26","Japan","Tokyo Stock Exchange","JPY"
"DEMANT","DEMANT","Gesundheitsversorgung","Aktien","1.164.119,57","0,00","1.164.119,57","31.586,00","36,86","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"9660","HORIZON ROBOTICS","IT","Aktien","1.153.309,33","0,00","1.153.309,33","1.443.000,00","0,80","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"017670","SK TELECOM LTD","Kommunikation","Aktien","1.146.476,27","0,00","1.146.476,27","16.644,00","68,88","Korea","Korea Exchange (Stock Market)","KRW"
"KWD","KWD CASH","Cash und/oder Derivate","Geldmarkt","1.143.090,60","0,00","1.143.090,60","352.643,00","324,15","Kuwait","-","KWD"
"EMP.A","EMPIRE LTD CLASS A","Nichtzyklische Konsumgüter","Aktien","1.136.686,38","0,00","1.136.686,38","33.356,00","34,08","Kanada","Toronto Stock Exchange","CAD"
"66","MTR CORPORATION CORP LTD","Industrie","Aktien","1.128.479,14","0,00","1.128.479,14","261.500,00","4,32","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"IVN","IVANHOE MINES LTD CLASS A","Materialien","Aktien","1.128.772,27","0,00","1.128.772,27","123.692,00","9,13","Kanada","Toronto Stock Exchange","CAD"
"1038","CHEUNG KONG INFRASTRUCTURE HOLDING","Versorger","Aktien","1.130.908,15","0,00","1.130.908,15","133.500,00","8,47","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"OTEX","OPEN TEXT CORP","IT","Aktien","1.122.286,73","0,00","1.122.286,73","50.194,00","22,36","Kanada","Toronto Stock Exchange","CAD"
"SAGA B","SAGAX CLASS B","Immobilien","Aktien","1.122.889,39","0,00","1.122.889,39","60.187,00","18,66","Schweden","Nasdaq Omx Nordic","SEK"
"2912","PRESIDENT CHAIN STORE CORP","Nichtzyklische Konsumgüter","Aktien","1.121.180,39","0,00","1.121.180,39","156.000,00","7,19","Taiwan","Taiwan Stock Exchange","TWD"
"9896","MINISO GROUP HOLDING LTD","Zyklische Konsumgüter ","Aktien","1.121.538,23","0,00","1.121.538,23","304.800,00","3,68","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1171","YANKUANG ENERGY GROUP COMPANY LTD","Energie","Aktien","1.113.116,29","0,00","1.113.116,29","608.400,00","1,83","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TCELL.E","TURKCELL ILETISIM HIZMETLERI A","Kommunikation","Aktien","1.113.455,81","0,00","1.113.455,81","441.811,00","2,52","Türkei","Istanbul Stock Exchange","TRY"
"763","ZTE CORP H","IT","Aktien","1.111.360,50","0,00","1.111.360,50","333.000,00","3,34","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3626","TIS INC","IT","Aktien","1.107.578,49","0,00","1.107.578,49","52.600,00","21,06","Japan","Tokyo Stock Exchange","JPY"
"ZAR","ZAR CASH","Cash und/oder Derivate","Geldmarkt","1.100.948,34","0,00","1.100.948,34","18.127.004,00","6,07","Südafrika","-","ZAR"
"6186","CHINA FEIHE LTD","Nichtzyklische Konsumgüter","Aktien","1.094.458,91","0,00","1.094.458,91","2.582.000,00","0,42","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"4091","NIPPON SANSO HOLDINGS CORP","Materialien","Aktien","1.090.340,51","0,00","1.090.340,51","28.300,00","38,53","Japan","Tokyo Stock Exchange","JPY"
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Nichtzyklische Konsumgüter","Aktien","1.086.309,11","0,00","1.086.309,11","485.791,00","2,24","Mexiko","Bolsa Mexicana De Valores","MXN"
"6990","SICHUAN KELUN-BIOTECH BIOPHARM LTD","Gesundheitsversorgung","Aktien","1.082.503,45","0,00","1.082.503,45","19.500,00","55,51","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BRPT","BARITO PACIFIC","Materialien","Aktien","1.064.256,38","0,00","1.064.256,38","8.936.172,00","0,12","Indonesien","Indonesia Stock Exchange","IDR"
"4904","FAR EASTONE TELECOMMUNICATIONS LTD","Kommunikation","Aktien","1.049.014,75","0,00","1.049.014,75","337.000,00","3,11","Taiwan","Taiwan Stock Exchange","TWD"
